Date,Product,Category,Price,Quantity,Revenue
2024-06-10,Plantain Chips 200g,Snacks,1416,73,103368
2024-06-10,Groundnut 500g,Snacks,2558,150,383700
2024-06-10,Chicken 1kg,Proteins,1507,125,188375
2024-06-10,Beef 1kg,Proteins,2110,18,37980
2024-06-10,Fish 1kg,Proteins,4497,151,679047
2024-06-10,Eggs Crate,Proteins,1024,41,41984
2024-06-10,Detergent 1kg,Household,4972,41,203852
2024-06-10,Soap Bar,Household,3768,45,169560
2024-06-10,Toothpaste 100ml,Household,4235,149,631015
2024-06-10,Tissue Roll Pack,Household,493,136,67048
2024-06-11,Rice 5kg,Grains,3849,162,623538
2024-06-11,Beans 2kg,Grains,2464,191,470624
2024-06-11,Maize Flour 1kg,Grains,1903,97,184591
2024-06-11,Garri 2kg,Grains,2865,170,487050
2024-06-11,Tomatoes 1kg,Vegetables,4393,15,65895
2024-06-11,Onions 1kg,Vegetables,4537,27,122499
2024-06-11,Pepper 0.5kg,Vegetables,3365,37,124505
2024-06-11,Spinach Bunch,Vegetables,2275,164,373100
2024-06-11,Milk 1L,Dairy,838,127,106426
2024-06-11,Yoghurt 500ml,Dairy,3919,127,497713
2024-06-11,Butter 250g,Dairy,4470,131,585570
2024-06-11,Cheese 200g,Dairy,4306,14,60284
2024-06-11,Coke 50cl,Beverages,2386,77,183722
2024-06-11,Pepsi 50cl,Beverages,4202,197,827794
2024-06-11,Malt 33cl,Beverages,2093,173,362089
2024-06-11,Juice 1L,Beverages,1603,68,109004
2024-06-11,Biscuits Pack,Snacks,1135,34,38590
2024-06-11,Chin Chin 500g,Snacks,4797,34,163098
2024-06-11,Plantain Chips 200g,Snacks,4645,170,789650
2024-06-11,Groundnut 500g,Snacks,1107,151,167157
2024-06-11,Chicken 1kg,Proteins,4884,116,566544
2024-06-11,Beef 1kg,Proteins,2495,103,256985
2024-06-11,Fish 1kg,Proteins,1061,88,93368
2024-06-11,Eggs Crate,Proteins,2758,27,74466
2024-06-11,Detergent 1kg,Household,2493,132,329076
2024-06-11,Soap Bar,Household,2612,34,88808
2024-06-11,Toothpaste 100ml,Household,1929,177,341433
2024-06-11,Tissue Roll Pack,Household,1503,59,88677
2024-06-12,Rice 5kg,Grains,4730,130,614900
2024-06-12,Beans 2kg,Grains,1805,48,86640
2024-06-12,Maize Flour 1kg,Grains,4532,181,820292
2024-06-12,Garri 2kg,Grains,2450,31,75950
2024-06-12,Tomatoes 1kg,Vegetables,4017,121,486057
2024-06-12,Onions 1kg,Vegetables,4799,40,191960
2024-06-12,Pepper 0.5kg,Vegetables,4814,22,105908
2024-06-12,Spinach Bunch,Vegetables,2826,194,548244
2024-06-12,Milk 1L,Dairy,3858,98,378084
2024-06-12,Yoghurt 500ml,Dairy,1454,76,110504
2024-06-12,Butter 250g,Dairy,3034,76,230584
2024-06-12,Cheese 200g,Dairy,862,121,104302
2024-06-12,Coke 50cl,Beverages,4838,148,716024
2024-06-12,Pepsi 50cl,Beverages,2850,132,376200
2024-06-12,Malt 33cl,Beverages,4348,26,113048
2024-06-12,Juice 1L,Beverages,3198,14,44772
2024-06-12,Biscuits Pack,Snacks,1173,96,112608
2024-06-12,Chin Chin 500g,Snacks,4498,115,517270
2024-06-12,Plantain Chips 200g,Snacks,877,180,157860
2024-06-12,Groundnut 500g,Snacks,1942,69,133998
2024-06-12,Chicken 1kg,Proteins,4012,68,272816
2024-06-12,Beef 1kg,Proteins,3653,43,157079
2024-06-12,Fish 1kg,Proteins,2905,58,168490
2024-06-12,Eggs Crate,Proteins,3118,26,81068
2024-06-12,Detergent 1kg,Household,3664,124,454336
2024-06-12,Soap Bar,Household,2310,49,113190
2024-06-12,Toothpaste 100ml,Household,3412,19,64828
2024-06-12,Tissue Roll Pack,Household,2007,27,54189
2024-06-13,Rice 5kg,Grains,622,160,99520
2024-06-13,Beans 2kg,Grains,2321,67,155507
2024-06-13,Maize Flour 1kg,Grains,3290,154,506660
2024-06-13,Garri 2kg,Grains,2118,77,163086
2024-06-13,Tomatoes 1kg,Vegetables,699,127,88773
2024-06-13,Onions 1kg,Vegetables,3929,18,70722
2024-06-13,Pepper 0.5kg,Vegetables,2524,172,434128
2024-06-13,Spinach Bunch,Vegetables,1854,135,250290
2024-06-13,Milk 1L,Dairy,2262,165,373230
2024-06-13,Yoghurt 500ml,Dairy,2720,115,312800
2024-06-13,Butter 250g,Dairy,3784,50,189200
2024-06-13,Cheese 200g,Dairy,3137,118,370166
2024-06-13,Coke 50cl,Beverages,4031,50,201550
2024-06-13,Pepsi 50cl,Beverages,2266,37,83842
2024-06-13,Malt 33cl,Beverages,3544,119,421736
2024-06-13,Juice 1L,Beverages,3884,50,194200
2024-06-13,Biscuits Pack,Snacks,3628,113,409964
2024-06-13,Chin Chin 500g,Snacks,4632,193,893976
2024-06-13,Plantain Chips 200g,Snacks,822,99,81378
2024-06-13,Groundnut 500g,Snacks,1382,21,29022
2024-06-13,Chicken 1kg,Proteins,1131,104,117624
2024-06-13,Beef 1kg,Proteins,3635,158,574330
2024-06-13,Fish 1kg,Proteins,3931,44,172964
2024-06-13,Eggs Crate,Proteins,3500,119,416500
2024-06-13,Detergent 1kg,Household,1488,50,74400
2024-06-13,Soap Bar,Household,1944,190,369360
2024-06-13,Toothpaste 100ml,Household,286,98,28028
2024-06-13,Tissue Roll Pack,Household,1444,105,151620
2024-06-14,Rice 5kg,Grains,751,97,72847
2024-06-14,Beans 2kg,Grains,4052,85,344420
2024-06-14,Maize Flour 1kg,Grains,758,88,66704
2024-06-14,Garri 2kg,Grains,3677,171,628767
2024-06-14,Tomatoes 1kg,Vegetables,1906,80,152480
2024-06-14,Onions 1kg,Vegetables,3655,106,387430
2024-06-14,Pepper 0.5kg,Vegetables,2763,42,116046
2024-06-14,Spinach Bunch,Vegetables,258,85,21930
2024-06-14,Milk 1L,Dairy,4685,199,932315
2024-06-14,Yoghurt 500ml,Dairy,1507,105,158235
2024-06-14,Butter 250g,Dairy,2887,125,360875
2024-06-14,Cheese 200g,Dairy,3798,162,615276
2024-06-14,Coke 50cl,Beverages,1129,59,66611
2024-06-14,Pepsi 50cl,Beverages,1316,88,115808
2024-06-14,Malt 33cl,Beverages,4403,148,651644
2024-06-14,Juice 1L,Beverages,864,58,50112
2024-06-14,Biscuits Pack,Snacks,3433,156,535548
2024-06-14,Chin Chin 500g,Snacks,2288,160,366080
2024-06-14,Plantain Chips 200g,Snacks,537,50,26850
2024-06-14,Groundnut 500g,Snacks,2899,190,550810
2024-06-14,Chicken 1kg,Proteins,4595,41,188395
2024-06-14,Beef 1kg,Proteins,646,59,38114
2024-06-14,Fish 1kg,Proteins,666,155,103230
2024-06-14,Eggs Crate,Proteins,2160,196,423360
2024-06-14,Detergent 1kg,Household,2805,25,70125
2024-06-14,Soap Bar,Household,1843,81,149283
2024-06-14,Toothpaste 100ml,Household,4491,26,116766
2024-06-14,Tissue Roll Pack,Household,4059,72,292248
2024-06-15,Rice 5kg,Grains,1154,62,71548
2024-06-15,Beans 2kg,Grains,2038,18,36684
2024-06-15,Maize Flour 1kg,Grains,2193,166,364038
2024-06-15,Garri 2kg,Grains,1558,154,239932
2024-06-15,Tomatoes 1kg,Vegetables,2325,60,139500
2024-06-15,Onions 1kg,Vegetables,4544,17,77248
2024-06-15,Pepper 0.5kg,Vegetables,4151,87,361137
2024-06-15,Spinach Bunch,Vegetables,3226,58,187108
2024-06-15,Milk 1L,Dairy,4480,42,188160
2024-06-15,Yoghurt 500ml,Dairy,4132,18,74376
2024-06-15,Butter 250g,Dairy,394,156,61464
2024-06-15,Cheese 200g,Dairy,907,184,166888
2024-06-15,Coke 50cl,Beverages,289,13,3757
2024-06-15,Pepsi 50cl,Beverages,2819,17,47923
2024-06-15,Malt 33cl,Beverages,2200,18,39600
2024-06-15,Juice 1L,Beverages,387,150,58050
2024-06-15,Biscuits Pack,Snacks,3829,175,670075
2024-06-15,Chin Chin 500g,Snacks,4978,106,527668
2024-06-15,Plantain Chips 200g,Snacks,4655,54,251370
2024-06-15,Groundnut 500g,Snacks,4669,112,522928
2024-06-15,Chicken 1kg,Proteins,3126,115,359490
2024-06-15,Beef 1kg,Proteins,527,181,95387
2024-06-15,Fish 1kg,Proteins,3916,171,669636
2024-06-15,Eggs Crate,Proteins,4522,193,872746
2024-06-15,Detergent 1kg,Household,1082,147,159054
2024-06-15,Soap Bar,Household,1423,27,38421
2024-06-15,Toothpaste 100ml,Household,782,114,89148
2024-06-15,Tissue Roll Pack,Household,4360,65,283400
2024-06-16,Rice 5kg,Grains,4128,50,206400
2024-06-16,Beans 2kg,Grains,436,59,25724
2024-06-16,Maize Flour 1kg,Grains,371,182,67522
2024-06-16,Garri 2kg,Grains,4387,95,416765
2024-06-16,Tomatoes 1kg,Vegetables,4454,194,864076
2024-06-16,Onions 1kg,Vegetables,1482,110,163020
2024-06-16,Pepper 0.5kg,Vegetables,448,79,35392
2024-06-16,Spinach Bunch,Vegetables,4900,40,196000
2024-06-16,Milk 1L,Dairy,440,69,30360
2024-06-16,Yoghurt 500ml,Dairy,2675,103,275525
2024-06-16,Butter 250g,Dairy,2171,93,201903
2024-06-16,Cheese 200g,Dairy,3199,98,313502
2024-06-16,Coke 50cl,Beverages,2985,197,588045
2024-06-16,Pepsi 50cl,Beverages,3035,144,437040
2024-06-16,Malt 33cl,Beverages,2762,186,513732
2024-06-16,Juice 1L,Beverages,4560,171,779760
2024-06-16,Biscuits Pack,Snacks,2720,96,261120
2024-06-16,Chin Chin 500g,Snacks,3407,104,354328
2024-06-16,Plantain Chips 200g,Snacks,2541,131,332871
2024-06-16,Groundnut 500g,Snacks,609,119,72471
2024-06-16,Chicken 1kg,Proteins,1558,13,20254
2024-06-16,Beef 1kg,Proteins,4963,136,674968
2024-06-16,Fish 1kg,Proteins,1850,32,59200
2024-06-16,Eggs Crate,Proteins,235,125,29375
2024-06-16,Detergent 1kg,Household,2142,70,149940
2024-06-16,Soap Bar,Household,4750,179,850250
2024-06-16,Toothpaste 100ml,Household,396,59,23364
2024-06-16,Tissue Roll Pack,Household,4794,57,273258
2024-06-17,Rice 5kg,Grains,4241,99,419859
2024-06-17,Beans 2kg,Grains,951,53,50403
2024-06-17,Maize Flour 1kg,Grains,2810,154,432740
2024-06-17,Garri 2kg,Grains,231,64,14784
2024-06-17,Tomatoes 1kg,Vegetables,4600,75,345000
2024-06-17,Onions 1kg,Vegetables,333,100,33300
2024-06-17,Pepper 0.5kg,Vegetables,4076,59,240484
2024-06-17,Spinach Bunch,Vegetables,1735,67,116245
2024-06-17,Milk 1L,Dairy,4237,69,292353
2024-06-17,Yoghurt 500ml,Dairy,1148,170,195160
2024-06-17,Butter 250g,Dairy,230,33,7590
2024-06-17,Cheese 200g,Dairy,4957,125,619625
2024-06-17,Coke 50cl,Beverages,1015,195,197925
2024-06-17,Pepsi 50cl,Beverages,4134,21,86814
2024-06-17,Malt 33cl,Beverages,1749,123,215127
2024-06-17,Juice 1L,Beverages,4889,120,586680
2024-06-17,Biscuits Pack,Snacks,505,64,32320
2024-06-17,Chin Chin 500g,Snacks,1645,72,118440
2024-06-17,Plantain Chips 200g,Snacks,556,195,108420
2024-06-17,Groundnut 500g,Snacks,4834,10,48340
2024-06-17,Chicken 1kg,Proteins,4701,84,394884
2024-06-17,Beef 1kg,Proteins,3948,173,683004
2024-06-17,Fish 1kg,Proteins,4070,141,573870
2024-06-17,Eggs Crate,Proteins,2833,118,334294
2024-06-17,Detergent 1kg,Household,4291,22,94402
2024-06-17,Soap Bar,Household,3307,55,181885
2024-06-17,Toothpaste 100ml,Household,2460,199,489540
2024-06-17,Tissue Roll Pack,Household,662,144,95328
2024-06-18,Rice 5kg,Grains,4756,115,546940
2024-06-18,Beans 2kg,Grains,3463,136,470968
2024-06-18,Maize Flour 1kg,Grains,4816,162,780192
2024-06-18,Garri 2kg,Grains,2417,74,178858
2024-06-18,Tomatoes 1kg,Vegetables,2274,19,43206
2024-06-18,Onions 1kg,Vegetables,4957,52,257764
2024-06-18,Pepper 0.5kg,Vegetables,3629,139,504431
2024-06-18,Spinach Bunch,Vegetables,1262,110,138820
2024-06-18,Milk 1L,Dairy,1601,51,81651
2024-06-18,Yoghurt 500ml,Dairy,2837,97,275189
2024-06-18,Butter 250g,Dairy,1940,189,366660
2024-06-18,Cheese 200g,Dairy,433,154,66682
2024-06-18,Coke 50cl,Beverages,3641,169,615329
2024-06-18,Pepsi 50cl,Beverages,3576,29,103704
2024-06-18,Malt 33cl,Beverages,1752,43,75336
2024-06-18,Juice 1L,Beverages,1075,128,137600
2024-06-18,Biscuits Pack,Snacks,2489,50,124450
2024-06-18,Chin Chin 500g,Snacks,3114,113,351882
2024-06-18,Plantain Chips 200g,Snacks,4994,50,249700
2024-06-18,Groundnut 500g,Snacks,463,113,52319
2024-06-18,Chicken 1kg,Proteins,1035,114,117990
2024-06-18,Beef 1kg,Proteins,485,153,74205
2024-06-18,Fish 1kg,Proteins,585,88,51480
2024-06-18,Eggs Crate,Proteins,1562,190,296780
2024-06-18,Detergent 1kg,Household,647,140,90580
2024-06-18,Soap Bar,Household,4450,130,578500
2024-06-18,Toothpaste 100ml,Household,1917,83,159111
2024-06-18,Tissue Roll Pack,Household,3902,146,569692
2024-06-19,Rice 5kg,Grains,4775,163,778325
2024-06-19,Beans 2kg,Grains,3011,171,514881
2024-06-19,Maize Flour 1kg,Grains,3185,51,162435
2024-06-19,Garri 2kg,Grains,4521,84,379764
2024-06-19,Tomatoes 1kg,Vegetables,2263,113,255719
2024-06-19,Onions 1kg,Vegetables,3288,175,575400
2024-06-19,Pepper 0.5kg,Vegetables,4736,48,227328
2024-06-19,Spinach Bunch,Vegetables,337,46,15502
2024-06-19,Milk 1L,Dairy,4513,69,311397
2024-06-19,Yoghurt 500ml,Dairy,3121,61,190381
2024-06-19,Butter 250g,Dairy,4548,194,882312
2024-06-19,Cheese 200g,Dairy,2353,46,108238
2024-06-19,Coke 50cl,Beverages,1907,73,139211
2024-06-19,Pepsi 50cl,Beverages,3818,51,194718
2024-06-19,Malt 33cl,Beverages,1342,114,152988
2024-06-19,Juice 1L,Beverages,2684,79,212036
2024-06-19,Biscuits Pack,Snacks,2997,156,467532
2024-06-19,Chin Chin 500g,Snacks,279,189,52731
2024-06-19,Plantain Chips 200g,Snacks,4860,55,267300
2024-06-19,Groundnut 500g,Snacks,399,122,48678
2024-06-19,Chicken 1kg,Proteins,4188,177,741276
2024-06-19,Beef 1kg,Proteins,1800,101,181800
2024-06-19,Fish 1kg,Proteins,2025,24,48600
2024-06-19,Eggs Crate,Proteins,2752,13,35776
2024-06-19,Detergent 1kg,Household,205,176,36080
2024-06-19,Soap Bar,Household,3467,117,405639
2024-06-19,Toothpaste 100ml,Household,3147,186,585342
2024-06-19,Tissue Roll Pack,Household,1479,35,51765
2024-06-20,Rice 5kg,Grains,2601,122,317322
2024-06-20,Beans 2kg,Grains,1382,94,129908
2024-06-20,Maize Flour 1kg,Grains,2041,142,289822
2024-06-20,Garri 2kg,Grains,726,108,78408
2024-06-20,Tomatoes 1kg,Vegetables,1155,111,128205
2024-06-20,Onions 1kg,Vegetables,4119,106,436614
2024-06-20,Pepper 0.5kg,Vegetables,792,75,59400
2024-06-20,Spinach Bunch,Vegetables,2892,118,341256
2024-06-20,Milk 1L,Dairy,1194,133,158802
2024-06-20,Yoghurt 500ml,Dairy,4851,174,844074
2024-06-20,Butter 250g,Dairy,3817,128,488576
2024-06-20,Cheese 200g,Dairy,2325,117,272025
2024-06-20,Coke 50cl,Beverages,3671,185,679135
2024-06-20,Pepsi 50cl,Beverages,1902,36,68472
2024-06-20,Malt 33cl,Beverages,1752,18,31536
2024-06-20,Juice 1L,Beverages,3307,22,72754
2024-06-20,Biscuits Pack,Snacks,4262,23,98026
2024-06-20,Chin Chin 500g,Snacks,4810,37,177970
2024-06-20,Plantain Chips 200g,Snacks,4719,60,283140
2024-06-20,Groundnut 500g,Snacks,4320,160,691200
2024-06-20,Chicken 1kg,Proteins,4081,184,750904
2024-06-20,Beef 1kg,Proteins,3649,126,459774
2024-06-20,Fish 1kg,Proteins,3231,118,381258
2024-06-20,Eggs Crate,Proteins,3778,94,355132
2024-06-20,Detergent 1kg,Household,2920,175,511000
2024-06-20,Soap Bar,Household,373,80,29840
2024-06-20,Toothpaste 100ml,Household,1595,150,239250
2024-06-20,Tissue Roll Pack,Household,232,165,38280
2024-06-21,Rice 5kg,Grains,1899,30,56970
2024-06-21,Beans 2kg,Grains,3888,116,451008
2024-06-21,Maize Flour 1kg,Grains,2323,25,58075
2024-06-21,Garri 2kg,Grains,1235,82,101270
2024-06-21,Tomatoes 1kg,Vegetables,817,162,132354
2024-06-21,Onions 1kg,Vegetables,3691,162,597942
2024-06-21,Pepper 0.5kg,Vegetables,1163,135,157005
2024-06-21,Spinach Bunch,Vegetables,4186,124,519064
2024-06-21,Milk 1L,Dairy,2074,104,215696
2024-06-21,Yoghurt 500ml,Dairy,3412,127,433324
2024-06-21,Butter 250g,Dairy,4335,160,693600
2024-06-21,Cheese 200g,Dairy,3478,79,274762
2024-06-21,Coke 50cl,Beverages,4535,105,476175
2024-06-21,Pepsi 50cl,Beverages,2090,51,106590
2024-06-21,Malt 33cl,Beverages,2688,182,489216
2024-06-21,Juice 1L,Beverages,564,100,56400
2024-06-21,Biscuits Pack,Snacks,3642,51,185742
2024-06-21,Chin Chin 500g,Snacks,4631,200,926200
2024-06-21,Plantain Chips 200g,Snacks,4842,173,837666
2024-06-21,Groundnut 500g,Snacks,1638,93,152334
2024-06-21,Chicken 1kg,Proteins,3527,191,673657
2024-06-21,Beef 1kg,Proteins,4301,180,774180
2024-06-21,Fish 1kg,Proteins,1929,39,75231
2024-06-21,Eggs Crate,Proteins,2296,157,360472
2024-06-21,Detergent 1kg,Household,1286,118,151748
2024-06-21,Soap Bar,Household,3556,86,305816
2024-06-21,Toothpaste 100ml,Household,780,96,74880
2024-06-21,Tissue Roll Pack,Household,2851,93,265143
2024-06-22,Rice 5kg,Grains,2339,42,98238
2024-06-22,Beans 2kg,Grains,601,183,109983
2024-06-22,Maize Flour 1kg,Grains,2868,116,332688
2024-06-22,Garri 2kg,Grains,4070,47,191290
2024-06-22,Tomatoes 1kg,Vegetables,3212,164,526768
2024-06-22,Onions 1kg,Vegetables,2000,126,252000
2024-06-22,Pepper 0.5kg,Vegetables,333,118,39294
2024-06-22,Spinach Bunch,Vegetables,2529,76,192204
2024-06-22,Milk 1L,Dairy,2745,170,466650
2024-06-22,Yoghurt 500ml,Dairy,706,133,93898
2024-06-22,Butter 250g,Dairy,4284,55,235620
2024-06-22,Cheese 200g,Dairy,202,141,28482
2024-06-22,Coke 50cl,Beverages,3680,67,246560
2024-06-22,Pepsi 50cl,Beverages,2387,14,33418
2024-06-22,Malt 33cl,Beverages,497,162,80514
2024-06-22,Juice 1L,Beverages,2037,15,30555
2024-06-22,Biscuits Pack,Snacks,3878,43,166754
2024-06-22,Chin Chin 500g,Snacks,1591,158,251378
2024-06-22,Plantain Chips 200g,Snacks,4892,155,758260
2024-06-22,Groundnut 500g,Snacks,2440,199,485560
2024-06-22,Chicken 1kg,Proteins,2700,111,299700
2024-06-22,Beef 1kg,Proteins,2045,31,63395
2024-06-22,Fish 1kg,Proteins,1935,14,27090
2024-06-22,Eggs Crate,Proteins,3531,111,391941
2024-06-22,Detergent 1kg,Household,3738,41,153258
2024-06-22,Soap Bar,Household,1621,10,16210
2024-06-22,Toothpaste 100ml,Household,1524,173,263652
2024-06-22,Tissue Roll Pack,Household,1063,49,52087
2024-06-23,Rice 5kg,Grains,2914,191,556574
2024-06-23,Beans 2kg,Grains,2917,107,312119
2024-06-23,Maize Flour 1kg,Grains,1333,97,129301
2024-06-23,Garri 2kg,Grains,231,75,17325
2024-06-23,Tomatoes 1kg,Vegetables,4389,56,245784
2024-06-23,Onions 1kg,Vegetables,4551,94,427794
2024-06-23,Pepper 0.5kg,Vegetables,3228,95,306660
2024-06-23,Spinach Bunch,Vegetables,2975,110,327250
2024-06-23,Milk 1L,Dairy,3280,163,534640
2024-06-23,Yoghurt 500ml,Dairy,946,98,92708
2024-06-23,Butter 250g,Dairy,1410,195,274950
2024-06-23,Cheese 200g,Dairy,2172,20,43440
2024-06-23,Coke 50cl,Beverages,3597,161,579117
2024-06-23,Pepsi 50cl,Beverages,3540,68,240720
2024-06-23,Malt 33cl,Beverages,2920,63,183960
2024-06-23,Juice 1L,Beverages,3607,186,670902
2024-06-23,Biscuits Pack,Snacks,1873,70,131110
2024-06-23,Chin Chin 500g,Snacks,929,130,120770
2024-06-23,Plantain Chips 200g,Snacks,2950,72,212400
2024-06-23,Groundnut 500g,Snacks,1217,43,52331
2024-06-23,Chicken 1kg,Proteins,2688,125,336000
2024-06-23,Beef 1kg,Proteins,1137,128,145536
2024-06-23,Fish 1kg,Proteins,2507,17,42619
2024-06-23,Eggs Crate,Proteins,3396,57,193572
2024-06-23,Detergent 1kg,Household,1598,25,39950
2024-06-23,Soap Bar,Household,4522,178,804916
2024-06-23,Toothpaste 100ml,Household,2130,12,25560
2024-06-23,Tissue Roll Pack,Household,4059,148,600732
2024-06-24,Rice 5kg,Grains,976,30,29280
2024-06-24,Beans 2kg,Grains,4891,71,347261
2024-06-24,Maize Flour 1kg,Grains,3882,19,73758
2024-06-24,Garri 2kg,Grains,4195,47,197165
2024-06-24,Tomatoes 1kg,Vegetables,4204,126,529704
2024-06-24,Onions 1kg,Vegetables,4114,116,477224
2024-06-24,Pepper 0.5kg,Vegetables,2081,187,389147
2024-06-24,Spinach Bunch,Vegetables,803,126,101178
2024-06-24,Milk 1L,Dairy,497,179,88963
2024-06-24,Yoghurt 500ml,Dairy,4488,13,58344
2024-06-24,Butter 250g,Dairy,708,41,29028
2024-06-24,Cheese 200g,Dairy,3694,97,358318
2024-06-24,Coke 50cl,Beverages,2059,49,100891
2024-06-24,Pepsi 50cl,Beverages,4508,100,450800
2024-06-24,Malt 33cl,Beverages,1462,94,137428
2024-06-24,Juice 1L,Beverages,2430,36,87480
2024-06-24,Biscuits Pack,Snacks,3615,31,112065
2024-06-24,Chin Chin 500g,Snacks,4162,29,120698
2024-06-24,Plantain Chips 200g,Snacks,2060,78,160680
2024-06-24,Groundnut 500g,Snacks,1857,137,254409
2024-06-24,Chicken 1kg,Proteins,4402,39,171678
2024-06-24,Beef 1kg,Proteins,1450,125,181250
2024-06-24,Fish 1kg,Proteins,680,68,46240
2024-06-24,Eggs Crate,Proteins,2875,12,34500
2024-06-24,Detergent 1kg,Household,555,92,51060
2024-06-24,Soap Bar,Household,1020,145,147900
2024-06-24,Toothpaste 100ml,Household,694,103,71482
2024-06-24,Tissue Roll Pack,Household,3282,42,137844
2024-06-25,Rice 5kg,Grains,1526,174,265524
2024-06-25,Beans 2kg,Grains,4105,155,636275
2024-06-25,Maize Flour 1kg,Grains,2904,68,197472
2024-06-25,Garri 2kg,Grains,4123,168,692664
2024-06-25,Tomatoes 1kg,Vegetables,682,173,117986
2024-06-25,Onions 1kg,Vegetables,4046,133,538118
2024-06-25,Pepper 0.5kg,Vegetables,1007,115,115805
2024-06-25,Spinach Bunch,Vegetables,1153,76,87628
2024-06-25,Milk 1L,Dairy,4803,83,398649
2024-06-25,Yoghurt 500ml,Dairy,1100,135,148500
2024-06-25,Butter 250g,Dairy,417,72,30024
2024-06-25,Cheese 200g,Dairy,1072,142,152224
2024-06-25,Coke 50cl,Beverages,3436,96,329856
2024-06-25,Pepsi 50cl,Beverages,3620,38,137560
2024-06-25,Malt 33cl,Beverages,452,99,44748
2024-06-25,Juice 1L,Beverages,2938,114,334932
2024-06-25,Biscuits Pack,Snacks,3650,36,131400
2024-06-25,Chin Chin 500g,Snacks,3201,117,374517
2024-06-25,Plantain Chips 200g,Snacks,2017,166,334822
2024-06-25,Groundnut 500g,Snacks,2529,121,306009
2024-06-25,Chicken 1kg,Proteins,4104,163,668952
2024-06-25,Beef 1kg,Proteins,1083,182,197106
2024-06-25,Fish 1kg,Proteins,3664,109,399376
2024-06-25,Eggs Crate,Proteins,3244,93,301692
2024-06-25,Detergent 1kg,Household,3968,57,226176
2024-06-25,Soap Bar,Household,755,140,105700
2024-06-25,Toothpaste 100ml,Household,1304,63,82152
2024-06-25,Tissue Roll Pack,Household,2135,85,181475
2024-06-26,Rice 5kg,Grains,2661,182,484302
2024-06-26,Beans 2kg,Grains,3416,179,611464
2024-06-26,Maize Flour 1kg,Grains,2829,48,135792
2024-06-26,Garri 2kg,Grains,4469,192,858048
2024-06-26,Tomatoes 1kg,Vegetables,1127,51,57477
2024-06-26,Onions 1kg,Vegetables,848,188,159424
2024-06-26,Pepper 0.5kg,Vegetables,1865,173,322645
2024-06-26,Spinach Bunch,Vegetables,2906,13,37778
2024-06-26,Milk 1L,Dairy,1221,191,233211
2024-06-26,Yoghurt 500ml,Dairy,680,80,54400
2024-06-26,Butter 250g,Dairy,3884,135,524340
2024-06-26,Cheese 200g,Dairy,1051,96,100896
2024-06-26,Coke 50cl,Beverages,4680,81,379080
2024-06-26,Pepsi 50cl,Beverages,4826,158,762508
2024-06-26,Malt 33cl,Beverages,4315,10,43150
2024-06-26,Juice 1L,Beverages,4190,105,439950
2024-06-26,Biscuits Pack,Snacks,359,129,46311
2024-06-26,Chin Chin 500g,Snacks,4490,185,830650
2024-06-26,Plantain Chips 200g,Snacks,4484,136,609824
2024-06-26,Groundnut 500g,Snacks,3223,199,641377
2024-06-26,Chicken 1kg,Proteins,3611,129,465819
2024-06-26,Beef 1kg,Proteins,2786,70,195020
2024-06-26,Fish 1kg,Proteins,3725,137,510325
2024-06-26,Eggs Crate,Proteins,2600,14,36400
2024-06-26,Detergent 1kg,Household,2473,60,148380
2024-06-26,Soap Bar,Household,2854,110,313940
2024-06-26,Toothpaste 100ml,Household,4332,65,281580
2024-06-26,Tissue Roll Pack,Household,819,86,70434
2024-06-27,Rice 5kg,Grains,4728,111,524808
2024-06-27,Beans 2kg,Grains,2706,158,427548
2024-06-27,Maize Flour 1kg,Grains,2059,113,232667
2024-06-27,Garri 2kg,Grains,2997,136,407592
2024-06-27,Tomatoes 1kg,Vegetables,4375,84,367500
2024-06-27,Onions 1kg,Vegetables,1076,192,206592
2024-06-27,Pepper 0.5kg,Vegetables,2369,119,281911
2024-06-27,Spinach Bunch,Vegetables,1937,162,313794
2024-06-27,Milk 1L,Dairy,1141,72,82152
2024-06-27,Yoghurt 500ml,Dairy,2509,74,185666
2024-06-27,Butter 250g,Dairy,3401,79,268679
2024-06-27,Cheese 200g,Dairy,1362,162,220644
2024-06-27,Coke 50cl,Beverages,2674,31,82894
2024-06-27,Pepsi 50cl,Beverages,3597,64,230208
2024-06-27,Malt 33cl,Beverages,2457,156,383292
2024-06-27,Juice 1L,Beverages,986,46,45356
2024-06-27,Biscuits Pack,Snacks,4956,112,555072
2024-06-27,Chin Chin 500g,Snacks,3437,149,512113
2024-06-27,Plantain Chips 200g,Snacks,1884,49,92316
2024-06-27,Groundnut 500g,Snacks,3567,155,552885
2024-06-27,Chicken 1kg,Proteins,1063,102,108426
2024-06-27,Beef 1kg,Proteins,4006,168,673008
2024-06-27,Fish 1kg,Proteins,4155,120,498600
2024-06-27,Eggs Crate,Proteins,2365,31,73315
2024-06-27,Detergent 1kg,Household,1802,170,306340
2024-06-27,Soap Bar,Household,2910,89,258990
2024-06-27,Toothpaste 100ml,Household,933,16,14928
2024-06-27,Tissue Roll Pack,Household,1362,112,152544
2024-06-28,Rice 5kg,Grains,399,55,21945
2024-06-28,Beans 2kg,Grains,1843,140,258020
2024-06-28,Maize Flour 1kg,Grains,4058,156,633048
2024-06-28,Garri 2kg,Grains,2325,59,137175
